"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3","Dim4","Dim5"
"ascospores (Figs 53D; 54E,F). When empty and  collapsed, asci assume a characteristic appearance  (Fig. 53D, far right). Ascospores: fusoid,  symmetrical or slightly flattened on one side, finely  punctate, becoming 3 septate, (25-)27-31 x 6-8 µm","Echinosphaeria incondita_546592_71166","ascospores","(25-)27-31 x 6-8",27,7,NA,NA,NA
"ascospores (Figs 55D; 56C-E). Ascospores: biseriate, allantoid, initially single celled and hyaline, some slightly punctate especially at the ends, becoming pale brown at maturity with 1-3 septa, 25-29(-33) x 7-9 µm","Echinosphaeria leucolanosa_546595_71169","ascospores","25-29(-33) x 7-9",29,8,NA,NA,NA
"Ascospores large (55-)60-80 x (4-)5-7 µm,","Lasiosphaeria megaimmersa_546596_71170","Ascospores","(55-)60-80 x (4-)5-7",60,5,NA,NA,NA
"ascospores of L. megaimmersa look very much like the drawings of L. immersa in Hilber & Hilber (1983), but are significantly larger. Ascospores of L. immersa are within the range (39-)40-45 x 5-6 µm.","Lasiosphaeria megaimmersa_546596_71170","ascospores","(39-)40-45 x 5-6",40,5.5,NA,NA,NA
"Ascospores of L. immersa are within the range (39-)40-45 x 5-6 µm.","Lasiosphaeria megaimmersa_546596_71170","Ascospores","(39-)40-45 x 5-6",40,5.5,NA,NA,NA
"ascospores (Figs 41D; 42B,C). Ascospores: 60-74 x 5-6(-8) µm,","Hilberina cristata_546599_71173","ascospores",": 60-74 x 5-6(-8)",67,6,NA,NA,NA
"ascospores (Figs 59D; 60B-E). Ascospores: brownish orange (6B5) when mature, fusiform, smooth walled, 15-19 x 5-7 µm","Echinosphaeria minuta_546600_71174","ascospores","15-19 x 5-7",17,6,NA,NA,NA
"ascospores sometimes slightly (=1 µm)","Echinosphaeria similistrigosa_546601_71175","ascospores","(=1",1,NA,NA,NA,NA
"Ascospores initially hyaline finally becoming a dilute brown, sometimes with a single median septum and being minutely spinulose (Figs 61C; 62F). Ascospores 26-30 x 5-6 µm.","Echinosphaeria similistrigosa_546601_71175","Ascospores","26-30 x 5-6",28,5.5,NA,NA,NA
"Ascospores 26-30 x 5-6 µm.","Echinosphaeria similistrigosa_546601_71175","Ascospores","26-30 x 5-6",28,5.5,NA,NA,NA
"ascospores densely muriform, with lumina more or less equal in size and in rather straight rows, 25-40 x 12-15 µm,","Cryptothecia stockeri_546604_71178","ascospores","25-40 x 12-15",32.5,13.5,NA,NA,NA
"ascospores 3-¬septate, 85-95 x 22-25 µm","Astrothelium clypeatum_546607_71181","ascospores","85-95 x 22-25",90,23.5,NA,NA,NA
"ascospores muriform, 38-42 x 18-21 µm.","Astrothelium condoricum_546609_71183","ascospores","38-42 x 18-21",40,19.5,NA,NA,NA
"ascospores 2 in the ascus, muriform, 80-175 x 25-50 µm,","Astrothelium ecuadoriense_546612_71186","ascospores","80-175 x 25-50",127.5,37.5,NA,NA,NA
"ascospores 50-75 x 12-25 µm.","Astrothelium flavomaculatum_546613_71187","ascospores","50-75 x 12-25",62.5,18.5,NA,NA,NA
"ascospores muriform, 175-230 x 35-45 µm.","Astrothelium flavostiolatum_546615_71189","ascospores","175-230 x 35-45",202.5,40,NA,NA,NA
"ascospores of 70-80 x 20-25 µm.","Astrothelium guianense_546616_71190","ascospores","70-80 x 20-25",75,22.5,NA,NA,NA
"ascospores muriform, 130-180 x 35-45 µm.","Astrothelium komposchii_546618_71192","ascospores","130-180 x 35-45",155,40,NA,NA,NA
"ascospores 2/ascus, muriform, 110-130 x 30-35 µm.","Astrothelium laurerosphaerioides_546619_71193","ascospores","110-130 x 30-35",120,32.5,NA,NA,NA
"ascospores 4/ascus, muriform, 80-115 x 25-35 µm.","Astrothelium lucidomedullatum_546620_71194","ascospores","80-115 x 25-35",97.5,30,NA,NA,NA
"ascospores muriform, 70-90 x 18-20 µm.","Astrothelium lucidothallinum_546622_71196","ascospores","70-90 x 18-20",80,19,NA,NA,NA
"ascospores muriform, 70-80 x 22-25 µm,","Astrothelium mediocrassum_546623_71197","ascospores","70-80 x 22-25",75,23.5,NA,NA,NA
"ascospores of 100-120 x 33-35 µm,","Astrothelium megatropicum_546624_71198","ascospores","100-120 x 33-35",110,34,NA,NA,NA
"ascospores of 60-70 x 16-18 µm","Astrothelium megochroleucum_546625_71199","ascospores","60-70 x 16-18",65,17,NA,NA,NA
"ascospores 26-38 x 7-9 µm.","Astrothelium perspersum_546627_71201","ascospores","26-38 x 7-9",32,8,NA,NA,NA
"ascospores of 80-88 x 32-36 µm,","Astrothelium pseudannulare_546629_71203","ascospores","80-88 x 32-36",84,34,NA,NA,NA
"ascospores of 25-33 x 9-11 µm.","Astrothelium pseudodissimulum_546630_71204","ascospores","25-33 x 9-11",29,10,NA,NA,NA
"ascospores of 152-166 x 32-37 µm.","Astrothelium pseudomegalophthalmum_546632_71206","ascospores","152-166 x 32-37",159,34.5,NA,NA,NA
"ascospores of 110-150 x 30-37 µm","Astrothelium rimosum_546633_71207","ascospores","110-150 x 30-37",130,33.5,NA,NA,NA
"ascospores of 50-55 x 12-17 µm.","Astrothelium septemseptatum_546635_71209","ascospores","50-55 x 12-17",52.5,14.5,NA,NA,NA
"ascospores of 25-27 x 7-11 µm","Astrothelium sexloculatum_546636_71210","ascospores","25-27 x 7-11",26,9,NA,NA,NA
"ascospores of 100-150 x 35-40µm","Astrothelium sipmanii_546637_71211","ascospores","100-150 x 35-40",125,37.5,NA,NA,NA
"ascospores of 49-52 x 13-16 µm.","Astrothelium trypethelioides_546638_71212","ascospores","49-52 x 13-16",50.5,14.5,NA,NA,NA
"ascospores of over 105-130 x 35-42 µm.","Astrothelium ultralucens_546639_71213","ascospores","105-130 x 35-42",117.5,38.5,NA,NA,NA
"ascospores of 60-70 µm","Astrothelium zebrinum_546641_71215","ascospores","60-70",65,NA,NA,NA,NA
"ascospores of 17-19 x 3.5-5 µm.","Polymeridium rhodopruinosum_546642_71216","ascospores","17-19 x 3.5-5",18,4.25,NA,NA,NA
"ascospores of 26-32 x 7-10 µm,","Pseudopyrenula americana_546643_71217","ascospores","26-32 x 7-10",29,8.5,NA,NA,NA
"ascospores of 21-25 x 6-9 µm.","Pseudopyrenula guianensis_546644_71218","ascospores","21-25 x 6-9",23,7.5,NA,NA,NA
"ascospores of 16-21 x 6-7 µm,","Pseudopyrenula hexamera_546645_71219","ascospores","16-21 x 6-7",18.5,6.5,NA,NA,NA
"ascospores 3-septate, 21-25 x 6-9 µm.","Pseudopyrenula thallina_546646_71220","ascospores","21-25 x 6-9",23,7.5,NA,NA,NA
"ascospores 7-9-septate, 37-42 x 9-11 µm.","Trypethelium infraeluteriae_546647_71221","ascospores","37-42 x 9-11",39.5,10,NA,NA,NA
"ascospores 12-14-septate, 60-75 x 12-17 µm.","Viridothelium inspersum_546648_71222","ascospores","60-75 x 12-17",67.5,14.5,NA,NA,NA
"ascospores of 100-150 x 18-23 µm.","Viridothelium kinabaluense_546649_71223","ascospores","100-150 x 18-23",125,20.5,NA,NA,NA
"ascospores 15-19-septate, 75-98 x 17-20 µm.","Viridothelium solomonense_546650_71224","ascospores","75-98 x 17-20",86.5,18.5,NA,NA,NA
"Ascospores hyaline, 1-septate with septum variously placed in the spore but usually central, ascospores slightly constricted at septum, fusoid to ellipsoidal, ends round to slightly tapered, (7.1-)7.9-9.7(-11.0) x (2.0-)2.7-3.4(-4.0) µm","Corticimorbus sinomyrti_546661_71235","Ascospores","(7.1-)7.9-9.7(-11.0) x (2.0-)2.7-3.4(-4.0)",8.8,3.05,NA,NA,NA
"ascospores slightly constricted at septum, fusoid to ellipsoidal, ends round to slightly tapered, (7.1-)7.9-9.7(-11.0) x (2.0-)2.7-3.4(-4.0) µm","Corticimorbus sinomyrti_546661_71235","ascospores","(7.1-)7.9-9.7(-11.0) x (2.0-)2.7-3.4(-4.0)",8.8,3.05,NA,NA,NA
"ascospores 8.8 x 3.1 µm).","Corticimorbus sinomyrti_546661_71235","ascospores","8.8 x 3.1",8.8,3.1,NA,NA,NA
"Ascospores hyaline, 1-septate with septum variously placed in the spore but usually central, ascospores slightly constricted at septum, fusoid, occasionally slight allantoid, ends round to slightly tapered, (7.1-)8.1-9.8(-11.2) x (2.1-)2.6-3.5(-4.4) µm","Corticimorbus sinomyrti_546661_71235","Ascospores","(7.1-)8.1-9.8(-11.2) x (2.1-)2.6-3.5(-4.4)",8.95,3.05,NA,NA,NA
"ascospores slightly constricted at septum, fusoid, occasionally slight allantoid, ends round to slightly tapered, (7.1-)8.1-9.8(-11.2) x (2.1-)2.6-3.5(-4.4) µm","Corticimorbus sinomyrti_546661_71235","ascospores","(7.1-)8.1-9.8(-11.2) x (2.1-)2.6-3.5(-4.4)",8.95,3.05,NA,NA,NA
"ascospores 8.9 x 3.2 µm).","Corticimorbus sinomyrti_546661_71235","ascospores","8.9 x 3.2",8.9,3.2,NA,NA,NA
"Ascospores simple, ellipsoid, 7-10 x 4-6 µm.","Pseudevernia mexicana_546672_71247","Ascospores","7-10 x 4-6",8.5,5,NA,NA,NA
"ascospores completely filling each ascus. Ascospores (11.5-)12-13.5(-14.5) x 3-3.5 µm","Protocreopsis caricicola_546675_71250","ascospores","(11.5-)12-13.5(-14.5) x 3-3.5",12.75,3.25,NA,NA,NA
"Ascospores (11.5-)12-13.5(-14.5) x 3-3.5 µm","Protocreopsis caricicola_546675_71250","Ascospores","(11.5-)12-13.5(-14.5) x 3-3.5",12.75,3.25,NA,NA,NA
"Ascospores 10.2-23.3x3.9-6.8 µm","Colletotrichum sichuanensis_546687_71259","Ascospores","10.2-23.3x3.9-6.8",16.75,5.35,NA,NA,NA
"Ascospores 27-37 x 9-15 µm","Crassiparies quadrisporus_546694_71266","Ascospores","27-37 x 9-15",32,12,NA,NA,NA
"Ascospores (38-)40-48(-50.5) x (12-)10-18.5(-19) µm","Lindgomyces okinawaensis_546695_71267","Ascospores","(38-)40-48(-50.5) x (12-)10-18.5(-19)",44,14.25,NA,NA,NA
"Ascospores 29-40 x 9.5-13 µm","Lophiostoma pseudoarmatisporum_546697_71269","Ascospores","29-40 x 9.5-13",34.5,11.25,NA,NA,NA
"Ascospores (9.5-)10-11(-12) x 4.5-6(-6.5) µm","Varicosporellopsis aquatilis_546712_71296","Ascospores","(9.5-)10-11(-12) x 4.5-6(-6.5)",10.5,6,NA,NA,NA
"Ascospores (45.8-)54.2-64.2(-73) x (16.5-)20.0-24.3(-32.5) µm,","Stigmatodiscus enigmaticus_546728_71312","Ascospores","(45.8-)54.2-64.2(-73) x (16.5-)20.0-24.3(-32.5)",59.2,22.15,NA,NA,NA
"Ascospores (33.4-)39.8-45(-48.8) x (12.8-)14.3-16.5(-17.7) µm,","Asterodiscus tamaricis_546730_71314","Ascospores","(33.4-)39.8-45(-48.8) x (12.8-)14.3-16.5(-17.7)",42.4,15.4,NA,NA,NA
"ascospores of 10-12 x 5-5.5 µm,","Caloplaca lecanorocarpa_546743_71327","ascospores","10-12 x 5-5.5",11,5.25,NA,NA,NA
"ascospores of 11-13 x 6-7 µm,","Caloplaca lecapustulata_546744_71328","ascospores","11-13 x 6-7",12,6.5,NA,NA,NA
"Ascospores initially Physconia-type,  of the Buellia-type when mature, 1-septate, medium to dark brown, ellipsoid, 15-[19.6]-25 ´ 8-[11.2]-14 µm,","Amandinea austroconiops_546752_71363","Ascospores","15-[19.6]-25 x 8-[11.2]-14",19.6,11.2,NA,NA,NA
"ascospores and lacking atranorin.   Thallus crustose, continuous, cracked and areolate, to 35 mm wide and 0.5 mm thick; individual areoles irregular, angular, 0.3-1.5 mm wide, becoming verrucose and bullate near margins; upper surface whitish grey to grey, matt, becoming eroded and granular with age; prothallus not apparent; medulla white, lacking calcium oxalate (H2SO4-), I-; photobiont cells 8-16 µm","Amandinea destituta_546753_71364","ascospores","8-16",12,NA,NA,NA,NA
"Ascospores at first of the Physconia-type, of the Buellia-type when mature, brown, ellipsoid, 18-[21.8]-25 ´ 10-[12.8]-16 µm,","Amandinea destituta_546753_71364","Ascospores","18-[21.8]-25 x 10-[12.8]-16",21.8,12.8,NA,NA,NA
"Ascospores of the Callispora-or Physconia-type in early ontogeny, then of the Buellia-type, 1-septate, olive-green to brown, ellipsoid then broadly fusiform with age, 20-[25]-32 x 10-[13]-16 µm,","Amandinea subbadioatra_546755_71366","Ascospores","20-[25]-32 x 10-[13]-16",25,13,NA,NA,NA
"Ascospores fusiform to ellipsoid, 0(<U+F02D>1)-septate, smooth, non-apiculate, (6-)8-15 x 3.5-5.5 µm.","Hypomyces amaniticola_546760_71376","Ascospores","(6-)8-15 x 3.5-5.5",8,4.5,NA,NA,NA
"Ascospores fusiform to lanceolate, unicellular, verrucose and apiculate, 25-35 x 5-6.3 µm.","Hypomyces completiopsis_546761_71377","Ascospores","25-35 x 5-6.3",30,5.65,NA,NA,NA
"Ascospores fusiform, bicellular and with septum near the base, verrucose and apiculate, (10-)12.5-20 x 5-6(-7) µm.","Hypomyces yunnanensis_546762_71378","Ascospores","(10-)12.5-20 x 5-6(-7)",12.5,6,NA,NA,NA
"Ascospores ellipsoid Q=1.49-1.57-1.67, sometimes plum seed-shaped, yellow to brown 25.3-27.6-30.5 x 16.1-17.5-18.9 µm,","Tuber cryptobrumale_546810_71432","Ascospores","25.3-27.6-30.5 x 16.1-17.5-18.9",27.6,17.5,NA,NA,NA
"Ascospores cylindric-allantoid, 13-15.5x 3.5-4.2 µm","Sclerencoelia fascicularis_546851_71449","Ascospores","13-15.5x 3.5-4.2",14.25,3.85,NA,NA,NA
"Ascospores narrowly subcylindrical, straight to suballantoid, aseptate, 5.5-7.5(-8.5) x 1.5-1.7 µm","Chlorociboria glauca_546854_71453","Ascospores","5.5-7.5(-8.5) x 1.5-1.7",7.5,1.6,NA,NA,NA
"ascospores simple, hyaline, ellipsoid, 63-71 x 32-43 µm.","Ochrolechia alticola_546859_71458","ascospores","63-71 x 32-43",67,37.5,NA,NA,NA
"ascospores simple, hyaline, narrowly ellipsoid, 52-60 x 22-30 µm.","Ochrolechia lijiangensis_546861_71460","ascospores","52-60 x 22-30",56,26,NA,NA,NA
"ascospores mostly aborted, simple, hyaline, narrowly ellipsoid, 80-90 (-105) x 32-42 µm.","Ochrolechia longispora_546862_71461","ascospores","80-90 (-105) x 32-42",90,37,NA,NA,NA
"ascospores (18-21 (-24) x (6.5-) 7-8 µm","Neocoleroa metrosideri_546871_71471","ascospores","(18-21 (-24) x (6.5-) 7-8",21,7,NA,NA,NA
"ascospores ellipsoid, simple, hyaline, many per ascus, thin walled, ca. 3.8-4.8 x 1.9-2.3 µm.","Albemarlea pamlicoensis_546873_71473","ascospores",". 3.8-4.8 x 1.9-2.3",4.3,2.1,NA,NA,NA
"ascospores colorless becoming brown and warted in age, two (three) septate, macrocephalic, 13-14.7-16.7 x 5.2-6.0-7.5 µm,","Arthonia agelastica_546874_71474","ascospores","13-14.7-16.7 x 5.2-6.0-7.5",14.7,6,NA,NA,NA
"ascospores three septate, hyaline, +-macrocephalic, becoming brownish and weakly roughened with age, I-, (12.4-)12.8-13.6-14.3(-15) x (4.2-)4.5-5.1-5.8(-6.8) µm","Arthonia hodgesii_546875_71475","ascospores","-(12.4-)12.8-13.6-14.3(-15) x (4.2-)4.5-5.1-5.8(-6.8)",13.6,5.1,NA,NA,NA
"ascospores one septate, hyaline, +-soleiform, becoming brownish and weakly roughened with age, upper cell slightly broader and longer than lower, with an I+ orangish sheath, (9.4-)10.1-11.1-12.1(-13.7) x (3.7-)3.9-4.3-4.8(-5.6) µm","Arthonia stevensoniana_546876_71476","ascospores","(9.4-)10.1-11.1-12.1(-13.7) x (3.7-)3.9-4.3-4.8(-5.6)",11.1,4.3,NA,NA,NA
"ascospores hyaline, finally brown, occasionally weakly brown when still inside the ascus, broadly ellipsoid, one septate, +-constricted at the septum initially and becoming markedly so with age, (12-)12.9-14.0-15.0(-16.4) x (7.1-)7.5-8.0-8.5(-9.3) µm","Lichenochora haematommatum_546877_71477","ascospores","(12-)12.9-14.0-15.0(-16.4) x (7.1-)7.5-8.0-8.5(-9.3)",14,8,NA,NA,NA
"ascospores narrowly ellipsoid, often weakly bent to one side, hyaline, one septate, thick walled, not halonate, 12-14 x 3.8-5.5 µm.","Megalaria alligatorensis_546878_71478","ascospores","12-14 x 3.8-5.5",13,4.65,NA,NA,NA
"Ascospores hyaline, fusiform, oblong or elongate-clavate, (1-)3(-5)-septate, often with a 1-2 µm","Strigula rhodinula_546887_71495","Ascospores","1-2",1.5,NA,NA,NA,NA
"Ascospores obliquely uniseriate, fusiform with slightly rounded or truncate ends, hyaline, with fine chromophilic warts which are larger at the ends, 12-16 x 3-4 µm.","Hypomyces tubariicola_546914_71526","Ascospores","12-16 x 3-4",14,3.5,NA,NA,NA
"Ascospores partly forcibly discharged singly, partly collecting in slimy masses around the ostiole. Colonies on PDA reaching 20-40 mm diam in 10 days at 25 °C, white to greyish white, floccose-felty. Reverse pale yellow, grey to cream-coloured. Odour aromatic, sweetish. Crystals absent. Vegetative hyphae 1.0-2.5(-3.5) µm","Hypomyces tubariicola_546914_71526","Ascospores","1.0-2.5(-3.5)",2.5,NA,NA,NA,NA
"Ascospores (9.5) 10-11.2 (-11.9) x (4.3-) 4.6-5.4 (-5.8) µm,","Annulohypoxylon fulvum_546955_71559","Ascospores","(9.5) 10-11.2 (-11.9) x (4.3-) 4.6-5.4 (-5.8)",10.6,5,NA,NA,NA
"Ascospores (5.9-) 6.2-8.1(-8.6) x (2.4-) 2.6-3.6 (-3.8) µm,","Annulohypoxylon nouraguense_546956_71560","Ascospores","(5.9-) 6.2-8.1(-8.6) x (2.4-) 2.6-3.6 (-3.8)",7.15,3.1,NA,NA,NA
"Ascospores (6.7-) 7-7.7 (-7.9) x (2.3-) 2.6-3.2 (-3.3) µm,","Annulohypoxylon subnitens_546957_71561","Ascospores","(6.7-) 7-7.7 (-7.9) x (2.3-) 2.6-3.2 (-3.3)",7.35,2.9,NA,NA,NA
"ascospores 2-septate, 9.0-10.5 x 3.5-4.5 µm.","Arthonia karunaratnei_546958_71562","ascospores","9.0-10.5 x 3.5-4.5",9.75,4,NA,NA,NA
"ascospores 13-17-septate, 50-60 x 4.5-5.5 µm,","Enterographa wijesundarae_546959_71563","ascospores","50-60 x 4.5-5.5",55,5,NA,NA,NA
"ascospores of 21-24.5 x 2.0-2.5 µm,","Fellhanera stipitata_546960_71564","ascospores","21-24.5 x 2.0-2.5",22.75,2.25,NA,NA,NA
"ascospores of 27-29 x 5.5-6.5 µm;","Phlyctis lueckingii_546962_71566","ascospores","27-29 x 5.5-6.5",28,6,NA,NA,NA
"ascospores 3-7-septate, 57-60 x 12-13 µm.","Porina viridipustulata_546963_71567","ascospores","57-60 x 12-13",58.5,12.5,NA,NA,NA
"Ascospores hyaline, broadly fusiform 7-9-septate, 210-225 x 105-115 µm.","Stirtonia isidiata_546964_71568","Ascospores","210-225 x 105-115",217.5,110,NA,NA,NA
"ascospores oblong, 4-septate, constricted at the septa, 47-52 x 18-20 µm,","Meliola dysoxyli-andamanensis_546970_71574","ascospores","47-52 x 18-20",49.5,19,NA,NA,NA
"ascospores conglobate,  uniseptate, constricted at the septum, 28-33 x 13-15 µm,","Asterina miliusae var. andamanica_546973_71577","ascospores","28-33 x 13-15",30.5,14,NA,NA,NA
"ascospores obovoidal, 4 septate, mainly constricted at the septa 40-45 x 15-20 µm,","Meliola memecyli var. andamanica_546974_71578","ascospores","40-45 x 15-20",42.5,17.5,NA,NA,NA
"ascospores overlapped in the asci. Young asci with a thickened endotunica. Mature asci thin-walled. Ascospores ellipsoid to fusiform, smooth, with obtuse ends, at first simple, hyaline, turning pale brown, 3 septate, constricted at the septa, no longitudinal septa observed, some with a single oil drop in each cell, (9.3-)9.9-11.2(-11.6) x (3.9-)4.2-4.6(-4.8) µm","Capronia suijae_547002_71606","ascospores","(9.3-)9.9-11.2(-11.6) x (3.9-)4.2-4.6(-4.8)",10.55,4.4,NA,NA,NA
"Ascospores ellipsoid to fusiform, smooth, with obtuse ends, at first simple, hyaline, turning pale brown, 3 septate, constricted at the septa, no longitudinal septa observed, some with a single oil drop in each cell, (9.3-)9.9-11.2(-11.6) x (3.9-)4.2-4.6(-4.8) µm","Capronia suijae_547002_71606","Ascospores","(9.3-)9.9-11.2(-11.6) x (3.9-)4.2-4.6(-4.8)",10.55,4.4,NA,NA,NA
"ascospores are mature), wall to 5 µm","Lithothelium bermudense_547011_71615","ascospores","5",5,NA,NA,NA,NA
"Ascospores biseriate, fusiform with protruding brighter tips, reddish-brown, darkening in KOH, initially with 1 euseptum, later with 2 additional, incomplete eusepta and always with 3 distosepta, endospore c. 2 µm","Lithothelium bermudense_547011_71615","Ascospores",". 2",2,NA,NA,NA,NA
"Ascospores smooth, whole, bola-shaped, 200-300 µm","Cordyceps chiangdaoensis_547014_71617","Ascospores","200-300",250,NA,NA,NA,NA
"Ascospores whole, bola-shaped, 200-250 µm","Cordyceps morakotii_547015_71618","Ascospores","200-250",225,NA,NA,NA,NA
"Ascospores colourless, irregularly biseriate in the ascus, 3-septate, narrowly ellipsoid to oblong-fusiform or fusiform, usually straight, occasionally slightly curved, not constricted at the septa, (15-)18(-22) x (4.5-)6(-7.5) µm","Mycobilimbia territorialis_547020_71623","Ascospores","(15-)18(-22) x (4.5-)6(-7.5)",18,6,NA,NA,NA
"Ascospores colourless, irregularly biseriate in the ascus, 3-septate at maturity, narrowly ellipsoid to oblong or short-fusiform, usually straight, occasionally a little bent, not constricted at the septa, (10-)12(-14.5) x (3-)4(-5) µm","Micarea argopsinosa_547021_71624","Ascospores","(10-)12(-14.5) x (3-)4(-5)",12,4,NA,NA,NA
"ascospores ellipsoid to somewhat ellipsoid-ovoid, 18-35 x 12-18 µm,","Golovinomyces neosalviae_547473_71633","ascospores","18-35 x 12-18",26.5,15,NA,NA,NA
"Ascospores uniseriate to biseriate or irregularly arranged, allantoid to subcylindrical, thin and smooth-walled, hyaline to yellowish brown, 10-13(-15) x 3.5-5 µm,","Xylomelasma shoalensis_550871_72629","Ascospores","10-13(-15) x 3.5-5",13,4.25,NA,NA,NA
"ascospores in (obliquely) uniseriate to partly biseriate arrangement in upper region, unstable in water. Ascospores (14.5)16.0-19.8(22.3) x (5.5)6.2-7.5(8.2) µm,","Teichospora melanommoides_550900_71671","ascospores","(14.5)16.0-19.8(22.3) x (5.5)6.2-7.5(8.2)",17.9,6.85,NA,NA,NA
"Ascospores (14.5)16.0-19.8(22.3) x (5.5)6.2-7.5(8.2) µm,","Teichospora melanommoides_550900_71671","Ascospores","(14.5)16.0-19.8(22.3) x (5.5)6.2-7.5(8.2)",17.9,6.85,NA,NA,NA
"Ascospores (11.7)13.0-15.0(16.2) x (5.7)6.3-7.5(8) µm,","Teichospora pusilla_550903_71672","Ascospores","(11.7)13.0-15.0(16.2) x (5.7)6.3-7.5(8)",14,6.9,NA,NA,NA
"Ascospores (14)17-21(25) x (5.3)6.5-8.3(9.5) µm,","Teichospora rubriostiolata_550905_71673","Ascospores","(14)17-21(25) x (5.3)6.5-8.3(9.5)",19,7.4,NA,NA,NA
