"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3","Dim4"
"Basidiospores globose to subglobose, hyaline in KOH, ornamented with irregularly arranged, short, strongly amyloid ridges, 6-8 x 5-7 µm.","Grifola mesenterica_60874_43967","Basidiospores","6-8 x 5-7",7,6,NA,NA
"basidiospores ellipsoid to broadly ellipsoid, 7-10(-12) x (4-)5-6 µm,","Peniophora mexicana_61526_22610","basidiospores","7-10(-12) x (4-)5-6",10,5,NA,NA
"Basidiospores  10.5-13.5-6.5-8 µm,","Pluteus michiganensis_255979_41799","Basidiospores","10.5-13.5-6.5-8",10,NA,NA,NA
"Basidiospores  10.5-13.5-6.5-8 µm,","Pluteus michiganensis_255979_46415","Basidiospores","10.5-13.5-6.5-8",10,NA,NA,NA
"Basidiospores verrucose, (3.8-)4-5.1(-6.2) µm,","Lycoperdon molle_14718_37109","Basidiospores","(3.8-)4-5.1(-6.2)",4.55,NA,NA,NA
"Basidiospores cylindric, hyaline, smooth, negative in Melzer's reagent, 10-12 x 3-4 µm.","Daedalea mollis_72764_44011","Basidiospores","10-12 x 3-4",11,3.5,NA,NA
"Basidiospores allantoid, hyaline, smooth, negative in Melzer's reagent, 5-6 x 1.5-2 µm.","Leptoporus mollis_14351_44115","Basidiospores","5-6 x 1.5-2",5.5,1.75,NA,NA
"Basidiospores narrowly ellipsoid, with straight sides, 6-7 x 2.5-3.5 µm,","Tomentella mollis_61966_48112","Basidiospores","6-7 x 2.5-3.5",6.5,3,NA,NA
"basidiospores hyaline, cylindrical, (12-)12.5-15.5 x 4-5 µm,","Peniophora montana_61527_24007","basidiospores","(12-)12.5-15.5 x 4-5",12.5,4.5,NA,NA
"basidiospores hyaline, even, oblong-ellipsoid, apiculate, somewhat flattened on one side, 4.5-6.3 x 2.2-2.7 µm.","Poria monticola_22636_762","basidiospores","4.5-6.3 x 2.2-2.7",5.4,2.45,NA,NA
"Basidiospores (13-) 15-17 x (7-) 8-9 µm,","Gautieria mucosa_228339_44973","Basidiospores","(13-) 15-17 x (7-) 8-9",15,8,NA,NA
"Basidiospores narrowly ellipsoid to subcylindrical, 4-5.5 x 2-2.5 µm,","Stereum murrayi_7716_48679","Basidiospores","4-5.5 x 2-2.5",4.75,2.25,NA,NA
"Basidiospores (Fig. 1c) amyloid, (6.5-)8-10 x (2.5-)3-4.5 µm,","Mycena coccineus_421667_25129","Basidiospores","(6.5-)8-10 x (2.5-)3-4.5",8,3,NA,NA
"Basidiospores ellipsoid, 3-3.5(-4) x 2-2.5 µm,","Mycoleptodon fimbriatum_421696_53932","Basidiospores","3-3.5(-4) x 2-2.5",3.5,2.25,NA,NA
"basidiospores ellipsoid, truncate at the apex, pale brown, wall two-1ayered with inter-wall pillars between the layers, (8.5-)9.5-13 x 6-8 µm.","Ganoderma neojaponicum_65975_4310","basidiospores","(8.5-)9.5-13 x 6-8",9.5,7,NA,NA
"Basidiospores ellipsoid, 3-3.5(-4) x 2-2.5 µm,","Mycoleptodon ochraceum_421699_53936","Basidiospores","3-3.5(-4) x 2-2.5",3.5,2.25,NA,NA
"Basidiospores ellipsoid, 3.5-5 x 2.5-3 µm,","Mycoleptodon robustius_421702_53938","Basidiospores","3.5-5 x 2.5-3",4.25,2.75,NA,NA
"basidiospores narrowly ellipsoid to subcylindrical, 4.5-5.5 x 2-2.5(-3) µm,","Grandinia nespori_65642_12652","basidiospores","4.5-5.5 x 2-2.5(-3)",5,2.5,NA,NA
"Basidiospores subcylindrical, slightly curved, 4.5-6 x 2-2.5 µm,","Grandinia nespori_65642_54084","Basidiospores","4.5-6 x 2-2.5",5.25,2.25,NA,NA
"Basidiospores  globose to sub-globose, seldom ellipsoid, hyaline, minutely asperulate to roughened, amyloid to strongly amyloid in Melzer's reagent, 3.8-5.1 x 3.5-4.5 µm.","Hydnum nigrescens_65503_21747","Basidiospores","3.8-5.1 x 3.5-4.5",4.45,4,NA,NA
"Basidiospores cylindric, straight, tapering at the apex, hyaline, smooth, negative in Melzer's reagent, 7-10 x 2-2.5 µm.","Phellinus nigrolimitatus_20454_4088","Basidiospores","7-10 x 2-2.5",8.5,2.25,NA,NA
"Basidiospores (4.1-)4.7-6.3(-7.2) x (1.9-)2-2.5(-2.8) µm,","Phellinus nigrolimitatus_20454_32392","Basidiospores","(4.1-)4.7-6.3(-7.2) x (1.9-)2-2.5(-2.8)",5.5,2.25,NA,NA
"Basidiospores cylindric, straight, tapering at the apex, hyaline, smooth, negative in Melzer's reagent, 7-10 x 2-2.5 µm.","Phellinus nigrolimitatus_20454_44543","Basidiospores","7-10 x 2-2.5",8.5,2.25,NA,NA
"Basidiospores broadly ellipsoid to ovoid, hyaline, smooth, negative in Melzer's reagent, 4-4.5 x 2-2.5 µm.","Polyporus nitidus_73083_44101","Basidiospores","4-4.5 x 2-2.5",4.25,2.25,NA,NA
"basidiospores ovoid or ellipsoid, subinequilateral and obliquely apiculate, hyaline, smooth, 5-6 x 3-3.5 µm.","Myxomycidium nodosum_73614_40519","basidiospores","5-6 x 3-3.5",5.5,3.25,NA,NA
"Basidiospores 3,5-5 x 3-4 (av. 4,2 x 3,2) µm,","Fomes noxius_34841_14020","Basidiospores",". 4,2 x 3,2)",4.2,3.2,NA,NA
"Basidiospores broadly elliptical to oval, hyaline and thin-walled, IKI-3.5-4.5 x 3-3.5 µm,","Fomes noxius_34841_26774","Basidiospores","-3.5-4.5 x 3-3.5",4,3.25,NA,NA
"Basidiospores broadly ellipsoid to subglobose, hyaline, thin-walled, negative in Melzer's reagent, 3-4.5 x 2.5-3.5 µm.","Coriolus connatus subsp. obducens_90391_44484","Basidiospores","3-4.5 x 2.5-3.5",3.75,3,NA,NA
"Basidiospores broadly ellipsoid to subglobose, hyaline, thin-walled, negative in Melzer's reagent, 3-4.5 x 2.5-3.5 µm.","Oxyporus obducens_40452_44484","Basidiospores","3-4.5 x 2.5-3.5",3.75,3,NA,NA
"Basidiospores broadly ellipsoid to subglobose, hyaline, thin-walled, negative in Melzer's reagent, 3-4.5 x 2.5-3.5 µm.","Polyporus obducens_72774_44484","Basidiospores","3-4.5 x 2.5-3.5",3.75,3,NA,NA
"Basidiospores broadly ellipsoid to subglobose, hyaline, thin-walled, negative in Melzer's reagent, 3-4.5 x 2.5-3.5 µm.","Poria obducens_84051_44484","Basidiospores","3-4.5 x 2.5-3.5",3.75,3,NA,NA
"basidiospores  7-9 µm","Tomentella ochraceo-olivacea_65869_855","basidiospores","7-9",8,NA,NA,NA
"Basidiospores cylindrical to narrowly ellipsoid, flattened on adaxial side, 4.5-5 x 2-2.5(-3) µm,","Hydnum ochroflavum_65505_7867","Basidiospores","4.5-5 x 2-2.5(-3)",4.75,2.5,NA,NA
"basidiospores together distinguish Hyphodontia ochroflava from other species of Hyphodontia. An unusual feature of H. ochroflava is the development of lagenocystidia on vegetative hyphae at the base of the spines. These lagenocystidia are produced laterally, at right angles on supporting hyphae and often lack the characteristic flask shape. Another important feature is the somewhat thick-to thick-walled tramal hyphae of the central spine that superficially resemble skeletal hyphae. Hyphodontia ochroflava is closely related to H. arguta (Fr.) John Erikss. that possesses significantly broader basidiospores (4.5-6 x 3.5-4 µm).","Hydnum ochroflavum_65505_7867","basidiospores","(4.5-6 x 3.5-4",5.25,3.75,NA,NA
"basidiospores (4.5-6 x 3.5-4 µm).","Hydnum ochroflavum_65505_7867","basidiospores","(4.5-6 x 3.5-4",5.25,3.75,NA,NA
"Basidiospores abundant, sub-globose to globose, yellow, thick-walled, thick-walled when ripe, 6-9 x 5-7 µm.","Polyporus ochroporus_61645_6756","Basidiospores","6-9 x 5-7",7.5,6,NA,NA
"Basidiospores  in side view 7.1-8.8 x 3.9-4.6 µm,","Lepiota oculata_256742_23955","Basidiospores","7.1-8.8 x 3.9-4.6",7.95,4.25,NA,NA
"Basidiospores  in side view 6.7-8.8 x 3.6-4.6 µm,","Lepiota oculata_256742_23956","Basidiospores","6.7-8.8 x 3.6-4.6",7.75,4.1,NA,NA
"Basidiospores cylindric-ellipsoid to short-cylindric, hyaline, smooth, negative in Melzer's reagent, 6-9 x 3-4 µm.","Fomes officinalis_34843_44033","Basidiospores","6-9 x 3-4",7.5,3.5,NA,NA
"basidiospores  5-6 x 3-3.5 µm,","Hydnum omnivorum_61360_4125","basidiospores","5-6 x 3-3.5",5.5,3.25,NA,NA
"basidiospores broadly ellipsoid, slightly flattened adaxially, 5-6 x 3-3.5 µm,","Hydnum omnivorum_61360_11966","basidiospores","5-6 x 3-3.5",5.5,3.25,NA,NA
"Basidiospores broadly ellipsoid, 5-6 x (2.5-)3-3.5 µm,","Hydnum omnivorum_61360_51052","Basidiospores","5-6 x (2.5-)3-3.5",5.5,3,NA,NA
"Basidiospores narrowly ellipsoid to subcylindrical, 7-8.5(-10)-4-4.5(-6) µm,","Odontia novae-zealandiae_421864_52784","Basidiospores","7-8.5(-10)-4-4.5(-6)",7,NA,NA,NA
"Basidiospores cylindrical, slightly curved, hyaline, smooth, negative in Melzer's reagent, 8-12 x 2-3 µm.","Oligoporus mappus_421891_44465","Basidiospores","8-12 x 2-3",10,2.5,NA,NA
"Basidiospores ovoid to subglobose, smooth, hyaline, negative in Melzer's reagent, with slightly thickened walls, 4-5 x 3-3.5 µm.","Scutiger ovinus_60962_43859","Basidiospores","4-5 x 3-3.5",4.5,3.25,NA,NA
"Basidiospores ovoid to subglobose, negative in Melzer's reagent, slightly thick-walled, 4-5 x 3-3.5 µm.","Scutiger ovinus_60962_45122","Basidiospores","4-5 x 3-3.5",4.5,3.25,NA,NA
"Basidiospores (10.5-) 11-14 (-15) x (6-) 8-10 µm,","Hymenogaster pachydermis_171048_44972","Basidiospores","(10.5-) 11-14 (-15) x (6-) 8-10",12.5,8,NA,NA
"Basidiospores  8.5-10.6 x 8.5-10 x 5.9-6.6 µm,","Parasola miser_422004_42250","Basidiospores","8.5-10.6 x 8.5-10 x 5.9-6.6",9.55,9.25,6.25,NA
"Basidiospores navicular, 6-8 x 2-3 µm,","Corticium pearsonii_65480_50976","Basidiospores","6-8 x 2-3",7,2.5,NA,NA
"basidiospores hyaline, even, subglobose, 5-6 x 4.5 µm.","Peniophora peckii_61529_34504","basidiospores","5-6 x 4.5",5.5,4.5,NA,NA
"basidiospores of this species as 5 x 3.5-4 µm,","Gloeocystidium peroxydatum_65727_4582","basidiospores","5 x 3.5-4",5,3.75,NA,NA
"basidiospores from the neotype of this species were measured in this study as 3.8-4.8 x 2.9-3.3 µm,","Gloeocystidium peroxydatum_65727_4582","basidiospores","3.8-4.8 x 2.9-3.3",4.3,3.1,NA,NA
"basidiospores of the isotype of G. sibiricum (E. Parmasto 7779, GB) were measured as 4.5-5.5 x 3.8-4.5 µm","Gloeocystidium peroxydatum_65727_4582","basidiospores","4.5-5.5 x 3.8-4.5",5,4.15,NA,NA
"basidiospores of B. peroxydata possibly also included elements of G. sibiricum. Ginns and Freeman (1994) reported B. peroxydata from Canada, based on an Ontario specimen which was identified by Hjortstam. Basidiospores of this specimen were measured by Ginns and Freeman (1994) as 3.8-4(-4.4) x 3-3.6 µm,","Gloeocystidium peroxydatum_65727_4582","basidiospores","3.8-4(-4.4) x 3-3.6",4,3.3,NA,NA
"Basidiospores of this specimen were measured by Ginns and Freeman (1994) as 3.8-4(-4.4) x 3-3.6 µm,","Gloeocystidium peroxydatum_65727_4582","Basidiospores","3.8-4(-4.4) x 3-3.6",4,3.3,NA,NA
"Basidiospores broadly ellipsoid, conspicuously apiculate, hyaline, smooth. negative in Melzer's reagent, 8-11 x 6-8 µm.","Caloporus pes-caprae_65610_43860","Basidiospores","8-11 x 6-8",9.5,7,NA,NA
"Basidiospores broadly ellipsoid to amygdaliform, conspicuously apiculate, negative in Melzer's reagent, 8-11 x 6-8 µm.","Caloporus pes-caprae_65610_45123","Basidiospores","8-11 x 6-8",9.5,7,NA,NA
"Basidiospores 9-12 µm","Tomentella phylacteris_74250_942","Basidiospores","9-12",10.5,NA,NA,NA
"basidiospores ellipsoid to short-cylindric, smooth, hyaline, negative in Melzer's reagent, 2.5-3.5 x 4.5-5 µm.","Peniophora byssoidea_422123_3551","basidiospores","2.5-3.5 x 4.5-5",3,4.75,NA,NA
"basidiospores ellipsoid, (3.5-)4-4.5(-5.5) x 2.5(-3) µm,","Peniophora byssoidea_422123_12586","basidiospores","(3.5-)4-4.5(-5.5) x 2.5(-3)",4.25,2.75,NA,NA
"Basidiospores ellipsoid, 4-5 x 2-3 µm,","Peniophora byssoidea_422123_48106","Basidiospores","4-5 x 2-3",4.5,2.5,NA,NA
"basidiospores  6-8(-9.5) µm","Tomentella pilatii_65868_844","basidiospores","6-8(-9.5)",8,NA,NA,NA
"Basidiospores hyaline, oval, thin-walled, smooth, up to 3.7-4.9 x 2.2-3.0 µm","Peniophora roumeguerii_422129_20051","Basidiospores","3.7-4.9 x 2.2-3.0",4.3,2.6,NA,NA
"Basidiospores ellipsoid, 5-6 x 3.5-4.5 µm","Gyrophana pinastri_77279_49998","Basidiospores","5-6 x 3.5-4.5",5.5,4,NA,NA
"Basidiospores cylindric-ellipsoid. hyaline, smooth. negative in melzer's reagent, 6-9 x 3.5-4.5 µm.","Ungulina pinicola_89935_44034","Basidiospores","6-9 x 3.5-4.5",7.5,4,NA,NA
"Basidiospores (Plate 1F; Fig. 17c) broadly ellipsoid to ellipsoid (Em = 1.31 +- 0.06), (3.2 ) 3.6 4.4(4.8) µm","Clavaria piperata_65470_21736","Basidiospores","(3.2 x 3.6 4.4(4.8)",3.2,NA,NA,NA
"Basidiospores ovoid elongated, apically narrowed and sub-truncate, thick-walled, with 0-1 gutta, hyaline to faintly yellowish in mass, cyanophilous and dextrinoid, 8.0-10.0 x (3.8)-4.0-5.0 µm","Perenniporia martius_422138_636","Basidiospores","8.0-10.0 x (3.8)-4.0-5.0",9,4,NA,NA
"basidiospores with a conspicuous apiculus, globose, 6-8 µm","Ceratobasidium plumbeum_65928_30185","basidiospores","6-8",7,NA,NA,NA
"basidiospores ellipsoid to ovoid, 7.5-9 x 5-6.5 µm,","Aleurodiscus polygonioides_13981_12565","basidiospores","7.5-9 x 5-6.5",8.25,5.75,NA,NA
"basidiospores  6-9 x 4-6 µm,","Aleurodiscus polygonioides_13981_41011","basidiospores","6-9 x 4-6",7.5,5,NA,NA
"Basidiospores ellipsoid to ovoid, 6-9 x 4-6 µm,","Aleurodiscus polygonioides_13981_49882","Basidiospores","6-9 x 4-6",7.5,5,NA,NA
"basidiospores  6.5-8(-9) x 4.5-5.5 µm,","Hypochnus polyporoideus_65991_35571","basidiospores","6.5-8(-9) x 4.5-5.5",8,5,NA,NA
"Basidiospores ovoid to broadly ellipsoid, hyaline, smooth, negative in Melzer's reagent, 4-5 x 3-4.5 µm.","Fomes pomaceus_34847_4091","Basidiospores","4-5 x 3-4.5",4.5,3.75,NA,NA
"Basidiospores 4,5-6,3 x 3,5-5 (av. 5,3 x 4,5) µm,","Fomes pomaceus_34847_14021","Basidiospores",". 5,3 x 4,5)",5.3,4.5,NA,NA
"Basidiospores ovoid to broadly ellipsoid, hyaline, smooth, thick-walled, negative in Melzer's reagent, 4-5 x 3-4.5 µm.","Fomes pomaceus_34847_44546","Basidiospores","4-5 x 3-4.5",4.5,3.75,NA,NA
"Basidiospores ovoid to broadly ellipsoid, hyaline, smooth, negative in Melzer's reagent, 4-5 x 3-4.5 µm.","Ochroporus pomaceus_36511_4091","Basidiospores","4-5 x 3-4.5",4.5,3.75,NA,NA
"Basidiospores 4,5-6,3 x 3,5-5 (av. 5,3 x 4,5) µm,","Ochroporus pomaceus_36511_14021","Basidiospores",". 5,3 x 4,5)",5.3,4.5,NA,NA
"Basidiospores ovoid to broadly ellipsoid, hyaline, smooth, thick-walled, negative in Melzer's reagent, 4-5 x 3-4.5 µm.","Ochroporus pomaceus_36511_44546","Basidiospores","4-5 x 3-4.5",4.5,3.75,NA,NA
"Basidiospores ovoid to broadly ellipsoid, hyaline, smooth, negative in Melzer's reagent, 4-5 x 3-4.5 µm.","Phellinus pomaceus_20475_4091","Basidiospores","4-5 x 3-4.5",4.5,3.75,NA,NA
"Basidiospores 4,5-6,3 x 3,5-5 (av. 5,3 x 4,5) µm,","Phellinus pomaceus_20475_14021","Basidiospores",". 5,3 x 4,5)",5.3,4.5,NA,NA
"Basidiospores ovoid to broadly ellipsoid, hyaline, smooth, thick-walled, negative in Melzer's reagent, 4-5 x 3-4.5 µm.","Phellinus pomaceus_20475_44546","Basidiospores","4-5 x 3-4.5",4.5,3.75,NA,NA
"Basidiospores thin-walled, golden brown, subglobose, 4.5-5.5 x 3.5-4.5 µm.","Polyporus poncei_61761_26852","Basidiospores","4.5-5.5 x 3.5-4.5",5,4,NA,NA
"Basidiospores subglobose, hyaline, smooth, negative in Melzer's reagent, 3.5-4.5 x 2.5-4 µm.","Oxyporus populinus_18152_44486","Basidiospores","3.5-4.5 x 2.5-4",4,3.25,NA,NA
"basidiospores ellipsoid, 5.5-7.5 x 3-4 µm,","Phaeophlebia strigoso-zonata_422281_12571","basidiospores","5.5-7.5 x 3-4",6.5,3.5,NA,NA
"Basidiospores ellipsoid; hyaline to pale yellow; smooth; thin-walled; negative in Melzer's; 6-8.5 x 3-4 µm.","Phaeophlebia strigoso-zonata_422281_19939","Basidiospores","; 6-8.5 x 3-4",7.25,3.5,NA,NA
"Basidiospores ellipsoid with the adaxial side more or less straight, 6-9 x 3.5-4.5 µm,","Phaeophlebia strigoso-zonata_422281_51129","Basidiospores","6-9 x 3.5-4.5",7.5,4,NA,NA
"basidiospores  5-6 x 3-3.5 µm,","Phanerochaete omnivorum_422315_4125","basidiospores","5-6 x 3-3.5",5.5,3.25,NA,NA
"basidiospores broadly ellipsoid, slightly flattened adaxially, 5-6 x 3-3.5 µm,","Phanerochaete omnivorum_422315_11966","basidiospores","5-6 x 3-3.5",5.5,3.25,NA,NA
"Basidiospores broadly ellipsoid, 5-6 x (2.5-)3-3.5 µm,","Phanerochaete omnivorum_422315_51052","Basidiospores","5-6 x (2.5-)3-3.5",5.5,3,NA,NA
"Basidiospores cylindrical, curved, smooth, hyaline, negative in Melzer's reagent, 4-5.5 x 1-1.5 µm.","Phellinidium ferrugineofusca_422317_4082","Basidiospores","4-5.5 x 1-1.5",4.75,1.25,NA,NA
"Basidiospores cylindrical, curved, smooth, hyaline, negative in Melzer' s reagent, 4-5.5 x 1-1.5 µm.","Phellinidium ferrugineofusca_422317_44533","Basidiospores","4-5.5 x 1-1.5",4.75,1.25,NA,NA
"Basidiospores ovoid to subglobose, hyaline, smooth, negative in Melzer's reagent, 3.55 x 2.5-3.5 µm.","Phellinus dueteroprunicola_422319_44951","Basidiospores","3.55 x 2.5-3.5",3.55,3,NA,NA
"Basidiospores subglobose, hyaline, smooth, thick-walled, dextrinoid in Melzer's reagent, 6-8 x 5.5.-7 µm.","Phellinus hippophaëcola_20425_44536","Basidiospores","6-8 x 5.5.-7",7,NA,NA,NA
"Basidiospores subglobose to broadly ellipsoid, hyaline, smooth, negative in Melzer's reagent, with thickened wall at maturity, 4.5-5 x 4-4.5 µm.","Phellinus tremulus_422322_44557","Basidiospores","4.5-5 x 4-4.5",4.75,4.25,NA,NA
"Basidiospores hyaline, thin-walled, smooth, cylindrical to slightly fusiform, apiculate, non-amyloid, 7-10 x 2.5-3.5 µm,","Ungulina pseudobetulina_65894_4612","Basidiospores","7-10 x 2.5-3.5",8.5,3,NA,NA
"Basidiospores cylindric to slightly fusiform, (6.5)7.2-10 x 2.5-3.4 µm.","Ungulina pseudobetulina_65894_7480","Basidiospores","(6.5)7.2-10 x 2.5-3.4",7.2,2.95,NA,NA
"Basidiospores hyaline, thin-walled, smooth, cylindrical to slightly fusiform, apiculate, non-amyloid, 7-10 x 2.5-3.5 µm,","Piptoporus pseudobetulinus_66058_4612","Basidiospores","7-10 x 2.5-3.5",8.5,3,NA,NA
"Basidiospores cylindric to slightly fusiform, (6.5)7.2-10 x 2.5-3.4 µm.","Piptoporus pseudobetulinus_66058_7480","Basidiospores","(6.5)7.2-10 x 2.5-3.4",7.2,2.95,NA,NA
"Basidiospores only scantily observed in the type, oblong ellipsoid, 3.5-4.5 x 2 µm.","Fomes pseudopetchii_61286_47775","Basidiospores","3.5-4.5 x 2",4,2,NA,NA
"Basidiospores hyaline, oval, thin-walled, smooth, up to 3.7-4.9 x 2.2-3.0 µm","Phlebia roumeguerii_422337_20051","Basidiospores","3.7-4.9 x 2.2-3.0",4.3,2.6,NA,NA
"Basidiospores narrowly ellipsoid, 6-7 x 3-3.5 µm,","Phlebia viridesalebrosum_422339_51084","Basidiospores","6-7 x 3-3.5",6.5,3.25,NA,NA
"Basidiospores hyaline, oval, thin-walled, smooth, up to 3.7-4.9 x 2.2-3.0 µm","Phlebiopsis roumeguerii_422340_20051","Basidiospores","3.7-4.9 x 2.2-3.0",4.3,2.6,NA,NA
"Basidiospores ellipsoid, thin-walled, hyaline, smooth, negative in Melzer's reagent, 4.5-5.5 x 2-3 µm.","Leptoporus ptychogaster_66019_44468","Basidiospores","4.5-5.5 x 2-3",5,2.5,NA,NA
"Basidiospores cylindric, slightly curved, hyaline, smooth, negative in Melzer's reagent, 5-7 x 2-2.5 µm.","Trametes pubescens_27434_43845","Basidiospores","5-7 x 2-2.5",6,2.25,NA,NA
"basidiospores ellipsoid, 8.5-11 x 5.5-7 µm,","Corticium pulverulentum_65954_12525","basidiospores","8.5-11 x 5.5-7",9.75,6.25,NA,NA
"basidiospores ellipsoid, 8-12 x 4.5-6 µm,","Corticium pulverulentum_65954_24208","basidiospores","8-12 x 4.5-6",10,5.25,NA,NA
"basidiospores hyaline, the wall bearing longitudinal markings arranged in a broad spiral, the marking evident in Melzer's solution, disappearing in KOH or NE4OH, nonamyloid, ellipsoid, slightly depressed on one side, 8-12 x 4.5-6 µm.","Corticium pulverulentum_65954_25340","basidiospores","8-12 x 4.5-6",10,5.25,NA,NA
"Basidiospores narrowly ellipsoid, 8-12 x 5-7 µm,","Corticium pulverulentum_65954_54069","Basidiospores","8-12 x 5-7",10,6,NA,NA
"Basidiospores subcylindrical, with pointed apex, thin-walled, smooth, 4.32-5.04(-6.12) x 1.80-2.16 µm;","Fomitiporia punctatiformis_65972_4378","Basidiospores","4.32-5.04(-6.12) x 1.80-2.16",5.04,1.98,NA,NA
"Basidiospores hyaline, subcylindrical with a tapering base, IKI-, 4-6 x 1.5-2 µm.","Fomitiporia punctatiformis_65972_6825","Basidiospores","-4-6 x 1.5-2",5,1.75,NA,NA
"Basidiospores subcylindrical, with pointed apex, thin-walled, smooth, 4.3-6.1 x 1.8-2.5 µm","Fomitiporia punctatiformis_65972_20233","Basidiospores","4.3-6.1 x 1.8-2.5",5.2,2.15,NA,NA
"Basidiospores subcylindrical, with pointed apex, thin-walled, smooth, 4.32-5.04(-6.12) x 1.80-2.16 µm;","Poria punctatiformis_66100_4378","Basidiospores","4.32-5.04(-6.12) x 1.80-2.16",5.04,1.98,NA,NA
"Basidiospores hyaline, subcylindrical with a tapering base, IKI-, 4-6 x 1.5-2 µm.","Poria punctatiformis_66100_6825","Basidiospores","-4-6 x 1.5-2",5,1.75,NA,NA
"Basidiospores subcylindrical, with pointed apex, thin-walled, smooth, 4.3-6.1 x 1.8-2.5 µm","Poria punctatiformis_66100_20233","Basidiospores","4.3-6.1 x 1.8-2.5",5.2,2.15,NA,NA
"basidiospores  7.5-9(-10) µm","Tomentella radiosa_65876_859","basidiospores","7.5-9(-10)",9,NA,NA,NA
"Basidiospores 7-10.5 µm","Tomentella radiosa_65876_933","Basidiospores","7-10.5",8.75,NA,NA,NA
"Basidiospores (7.5-)9.5-13.3-16.0(-17) x 4.5-5.3-6.5(-7.0) µm,","Astrosporina rennyi_208942_17818","Basidiospores","(7.5-)9.5-13.3-16.0(-17) x 4.5-5.3-6.5(-7.0)",13.3,5.9,NA,NA
"Basidiospores cylindrical, hyaline, smooth. thin-walled, negative in Melzer's reagent. 5-7 x 1.5-2 µm.","Ischnoderma resinosum f. benzoinum_236134_44083","Basidiospores",". 5-7 x 1.5-2",6,1.75,NA,NA
